"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 01:18:40 GMT 2024","Fri Jun 14 01:18:47 GMT 2024","7426","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Fri Jun 14 01:20:35 GMT 2024","Fri Jun 14 01:21:09 GMT 2024","33360","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Fri Jun 14 01:20:28 GMT 2024","Fri Jun 14 01:20:35 GMT 2024","7163","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Fri Jun 14 01:18:48 GMT 2024","Fri Jun 14 01:19:33 GMT 2024","45658","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Fri Jun 14 01:17:46 GMT 2024","Fri Jun 14 01:18:40 GMT 2024","53862","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
"passed","Fri Jun 14 01:16:56 GMT 2024","Fri Jun 14 01:17:46 GMT 2024","50563","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Fri Jun 14 01:24:14 GMT 2024","Fri Jun 14 01:24:25 GMT 2024","10529","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"failed","Fri Jun 14 01:16:08 GMT 2024","Fri Jun 14 01:16:51 GMT 2024","43145","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Fri Jun 14 01:21:09 GMT 2024","Fri Jun 14 01:21:53 GMT 2024","44548","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"passed","Fri Jun 14 01:23:20 GMT 2024","Fri Jun 14 01:24:14 GMT 2024","53546","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Fri Jun 14 01:22:47 GMT 2024","Fri Jun 14 01:23:20 GMT 2024","33738","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Fri Jun 14 01:19:33 GMT 2024","Fri Jun 14 01:20:23 GMT 2024","49764","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Fri Jun 14 01:21:58 GMT 2024","Fri Jun 14 01:22:47 GMT 2024","48254","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
