"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 21 01:39:22 GMT 2024","Mon Oct 21 01:40:06 GMT 2024","43377","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"failed","Mon Oct 21 01:41:46 GMT 2024","Mon Oct 21 01:42:28 GMT 2024","42491","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"failed","Mon Oct 21 01:40:58 GMT 2024","Mon Oct 21 01:41:41 GMT 2024","42492","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"failed","Mon Oct 21 01:40:11 GMT 2024","Mon Oct 21 01:40:53 GMT 2024","42489","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
