"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 01 01:30:09 GMT 2024","Mon Jul 01 01:31:36 GMT 2024","86568","Create SaaS Subscription","","","","","TC4 - Verify user can submit the SAAS subscription form by filling the all required and optional fields and selecting the ""Use your own EULA"" option and with the support offered ""Yes""",""
"failed","Mon Jul 01 01:24:52 GMT 2024","Mon Jul 01 01:25:35 GMT 2024","43236","Authorization","","","","","TC1 - Verify user is able to login with valid email and valid password",""
"passed","Mon Jul 01 01:32:33 GMT 2024","Mon Jul 01 01:33:07 GMT 2024","33913","SaaS Subscription (Template)","","","","","TC6 - Verify user is able to update/edit the saved SaaS subscription form template",""
"passed","Mon Jul 01 01:29:35 GMT 2024","Mon Jul 01 01:30:09 GMT 2024","33704","Create SaaS Subscription","","","","","TC3 - Verify user can submit the SAAS subscription form by filling out only mandatory fields and selecting the ""Use Standard Contract for AWS Marketplace"" option and ""No"" options for the support offered.",""
"passed","Mon Jul 01 01:34:04 GMT 2024","Mon Jul 01 01:34:15 GMT 2024","11280","SaaS Subscription (Template)","","","","","TC8 - Verify user is able to create a Listing with the ""Template 2"" form after switching between ""Template 1"" and ""Template 2""",""
"passed","Mon Jul 01 01:25:40 GMT 2024","Mon Jul 01 01:26:35 GMT 2024","54618","Create SaaS Contract","","","","","TC9 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA option",""
"passed","Mon Jul 01 01:33:07 GMT 2024","Mon Jul 01 01:34:04 GMT 2024","56181","SaaS Subscription (Template)","","","","","TC7 - Verify additional fields can be updated without saving the template and a listing can be created",""
"passed","Mon Jul 01 01:27:32 GMT 2024","Mon Jul 01 01:27:40 GMT 2024","7653","Create SaaS Contract","","","","","TC11 - Verify user is unable to create the SaaS contract request without selecting the contract duration and with blank mandatory fields",""
"passed","Mon Jul 01 01:28:29 GMT 2024","Mon Jul 01 01:29:22 GMT 2024","52868","Create SaaS Contract","","","","","TC13 - Verify user can create SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose only one tier"" option as contract type and along with Custom EULA",""
"passed","Mon Jul 01 01:31:41 GMT 2024","Mon Jul 01 01:32:33 GMT 2024","52251","SaaS Subscription (Template)","","","","","TC5 - Verify user is able to save the feenix SaaS subscription forms as a template with new seller account",""
"passed","Mon Jul 01 01:27:40 GMT 2024","Mon Jul 01 01:28:29 GMT 2024","49071","Create SaaS Contract","","","","","TC12 - Verify user can create a SAAS contract request without usage by selecting all contract duration options with ""Buyer can choose multiple options"" option as contract type along with Standard EULA",""
"passed","Mon Jul 01 01:29:28 GMT 2024","Mon Jul 01 01:29:35 GMT 2024","7694","Create SaaS Subscription","","","","","TC2 - Verify user is unable to submit the SaaS subscription form with blank mandatory fields",""
"passed","Mon Jul 01 01:26:35 GMT 2024","Mon Jul 01 01:27:32 GMT 2024","57215","Create SaaS Contract","","","","","TC10 - Verify user can create a SAAS contract request with usage by selecting all contract duration options with ""Buyer can choose one tier"" option as contract type along with Custom EULA option",""
